director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Ananth Narayan Mahadevan,Zareen Khan, Gautam Rode, Abhinav Shukla,Romance Thriller,aksar 2,Zareen Khan  Gautam Rode  Abhinav Shukla Ananth Narayan Mahadevan Romance Thriller
Prem Prakash Modi,Amitosh Nagpal, Anuradha Mukherjee & Yashpal Sharma,unknown,Drama,panchlait,Amitosh Nagpal  Anuradha Mukherjee & Yashpal Sharma unknown Prem Prakash Modi Drama
Suresh Triveni,Vidya Balan & Manav Kaul,unknown,unknown,Comedy Drama,tumhari sulu,Vidya Balan & Manav Kaul unknown unknown Suresh Triveni Comedy Drama
Naresh Lalwani,Himansh Kohli, Priya Banerjee,unknown,Romance,dil jo na keh saka,Himansh Kohli  Priya Banerjee unknown Naresh Lalwani Romance
Deepak Shivdasani,Raai Laxmi, Ravi Kishan & Aditya Srivastava,unknown,Drama Romance Thriller,julie 2,Raai Laxmi  Ravi Kishan & Aditya Srivastava unknown Deepak Shivdasani Drama Romance Thriller
Devashish Makhija,Sudhir Pandey, Sushma Deshpande,unknown,Thriller Crime,ajji,Sudhir Pandey  Sushma Deshpande unknown Devashish Makhija Thriller Crime
Nila Madhab Panda,Sanjay Mishra, Ranvir Shorey, Tillotama Shome,Drama,kadvi hawa,Sanjay Mishra  Ranvir Shorey  Tillotama Shome Nila Madhab Panda Drama
Dedipya Joshii,Tanima Bhattacharya, Chetan Sharma, Harish Hariaudh,Drama,saankal,Tanima Bhattacharya  Chetan Sharma  Harish Hariaudh Dedipya Joshii Drama
Raajeev Waalia,Arbaaz Khan & Sunny Leone,unknown,unknown,Thriller Romance,tera intezaar,Arbaaz Khan & Sunny Leone unknown unknown Raajeev Waalia Thriller Romance
Rajiv Dhingra,Kapil Sharma, Varun Badola & Edward Sonnenblick,unknown,Drama,firangi,Kapil Sharma  Varun Badola & Edward Sonnenblick unknown Rajiv Dhingra Drama
Mrighdeep Singh Lamba,Pulkit Samrat, Priya Anand, Ali Fazal,Comedy Drama,fukrey returns,Pulkit Samrat  Priya Anand  Ali Fazal Mrighdeep Singh Lamba Comedy Drama
Paresh Vinodray Savani,Rajesh Sharma, Yashpal Sharma, Gurleen Chopra,Action Comedy,game over,Rajesh Sharma  Yashpal Sharma  Gurleen Chopra Paresh Vinodray Savani Action Comedy
Mohammad Israr Ansari,Zeenat Aman, Kiran Kumar, Asrani,Comedy,sallu ki shaadi,Zeenat Aman  Kiran Kumar  Asrani Mohammad Israr Ansari Comedy
Amit Kumar,Nawazuddin Siddiqui, Vijay Varma & Tannishtha Chatterjee,unknown,Thriller,monsoon shootout,Nawazuddin Siddiqui  Vijay Varma & Tannishtha Chatterjee unknown Amit Kumar Thriller
Ali Abbas Zafar,Salman Khan & Katrina Kaif,unknown,unknown,Action Thriller,tiger zinda hai,Salman Khan & Katrina Kaif unknown unknown Ali Abbas Zafar Action Thriller
Vikram Bhatt,Zareen KhanKaran KundraTobby HinstonSonia Armstrong,unknown,unknown,Thriller Horror,1921,Zareen KhanKaran KundraTobby HinstonSonia Armstrong unknown unknown Vikram Bhatt Thriller Horror
Akshat Verma,Saif Ali KhanIsha TalwarShenaz TreasuryAkshay OberoiVijay RaazDeepak DobriyalSobhita DhulipalaKunaal Roy KapurNary Singh,unknown,unknown,Thriller Drama Comedy,kaalakaandi,Saif Ali KhanIsha TalwarShenaz TreasuryAkshay OberoiVijay RaazDeepak DobriyalSobhita DhulipalaKunaal Roy KapurNary Singh unknown unknown Akshat Verma Thriller Drama Comedy
Anurag Kashyap,Vineet Kumar SinghZoya HussainRavi KishanJimmy Sheirgill,unknown,unknown,Drama,mukkabaaz,Vineet Kumar SinghZoya HussainRavi KishanJimmy Sheirgill unknown unknown Anurag Kashyap Drama
Kunal Kohli,Jennifer WingetKunal KohliRajit Kapur,unknown,unknown,Romance Drama,phir se...,Jennifer WingetKunal KohliRajit Kapur unknown unknown Kunal Kohli Romance Drama
Samir Soni,Sanjay SuriNora FatehiPitobash,unknown,unknown,Thriller,my birthday song,Sanjay SuriNora FatehiPitobash unknown unknown Samir Soni Thriller
Kushal Srivastava,Kay Kay MenonMandira BediRaima SenSharib Hashmi,unknown,unknown,Mystery Thriller,vodka diaries,Kay Kay MenonMandira BediRaima SenSharib Hashmi unknown unknown Kushal Srivastava Mystery Thriller
Sanjay Patel,Rahul BhatTillotama Shome,unknown,unknown,Drama,union leader,Rahul BhatTillotama Shome unknown unknown Sanjay Patel Drama
Sanjay Leela Bhansali,Shahid KapoorDeepika PadukoneRanveer SinghAditi Rao Hydari,unknown,unknown,Drama History Romance,padmaavat,Shahid KapoorDeepika PadukoneRanveer SinghAditi Rao Hydari unknown unknown Sanjay Leela Bhansali Drama History Romance
R. Balki,Akshay KumarSonam KapoorRadhika Apte,unknown,unknown,Comedy Drama,pad man,Akshay KumarSonam KapoorRadhika Apte unknown unknown R. Balki Comedy Drama
Anand Tiwari,Vicky KaushalAngira DharAlankrita SahaiRaghubir Yadav,unknown,unknown,Comedy Romance,love per square foot,Vicky KaushalAngira DharAlankrita SahaiRaghubir Yadav unknown unknown Anand Tiwari Comedy Romance
Neeraj Pandey,Sidharth MalhotraManoj BajpayeeRakul Preet SinghPooja ChopraAnupam KherNaseeruddin Shah,unknown,unknown,Action Thriller,aiyaary,Sidharth MalhotraManoj BajpayeeRakul Preet SinghPooja ChopraAnupam KherNaseeruddin Shah unknown unknown Neeraj Pandey Action Thriller
Onir,Zain Khan DurraniGeetanjali Thapa,unknown,unknown,Romance Drama,kuchh bheege alfaaz,Zain Khan DurraniGeetanjali Thapa unknown unknown Onir Romance Drama
Akshay Anand,Raghu RajaAbhishek SharmaKabir BediChetna PandeViju Khote,unknown,unknown,Drama,jaane kyun de yaaron,Raghu RajaAbhishek SharmaKabir BediChetna PandeViju Khote unknown unknown Akshay Anand Drama
Luv Ranjan,Kartik AaryanNushrat BharuchaSunny Nijar,unknown,unknown,Romance Comedy,sonu ke titu ki sweety,Kartik AaryanNushrat BharuchaSunny Nijar unknown unknown Luv Ranjan Romance Comedy
Prosit Roy,Anushka SharmaParambrata ChatterjeeRajat KapoorRitabhari ChakrabortyMansi Multani,unknown,unknown,Comedy,pari,Anushka SharmaParambrata ChatterjeeRajat KapoorRitabhari ChakrabortyMansi Multani unknown unknown Prosit Roy Comedy
Ashu Trikha,Pulkit SamratJimmy SheirgillKriti KharbandaSatish KaushikYuvika ChaudharySupriya Karnik,unknown,unknown,Comedy,veerey ki wedding,Pulkit SamratJimmy SheirgillKriti KharbandaSatish KaushikYuvika ChaudharySupriya Karnik unknown unknown Ashu Trikha Comedy
Vishal Pandya,Urvashi RautelaVivan BhatenaKaran WahiIhana DhillonGulshan Grover,unknown,unknown,Drama Thriller,hate story 4,Urvashi RautelaVivan BhatenaKaran WahiIhana DhillonGulshan Grover unknown unknown Vishal Pandya Drama Thriller
Aleya Sen,Saqib SaleemTapsee PannuAbhilash ThapleyalNidhi SinghSrishti SrivastavaAyesha Khaduskar,unknown,unknown,Comedy Romance,dil juunglee,Saqib SaleemTapsee PannuAbhilash ThapleyalNidhi SinghSrishti SrivastavaAyesha Khaduskar unknown unknown Aleya Sen Comedy Romance
Arjun Mukerjee,Richa ChaddhaPulkit SamratSharman JoshiRenuka ShahaneMasumeh MakhijaLaksh SinghAisha AhmedAnkit Rathi,unknown,unknown,Drama,3 storeys,Richa ChaddhaPulkit SamratSharman JoshiRenuka ShahaneMasumeh MakhijaLaksh SinghAisha AhmedAnkit Rathi unknown unknown Arjun Mukerjee Drama
Raj Kumar Gupta,Ajay DevgnIleana D'CruzSaurabh Shukla,unknown,unknown,Action Crime Thriller,raid,Ajay DevgnIleana D'CruzSaurabh Shukla unknown unknown Raj Kumar Gupta Action Crime Thriller
Siddharth P Malhotra,Rani Mukerji,unknown,unknown,Drama Comedy,hichki,Rani Mukerji unknown unknown Siddharth P Malhotra Drama Comedy
Gurpreet Sondh,Rajpal YadavMushtaq KhanRahul BaggaRohit KumarDilbagh SinghNaresh GosainAfreen AlviRadha Bhatt,unknown,unknown,Comedy,shaadi teri bajayenge hum band,Rajpal YadavMushtaq KhanRahul BaggaRohit KumarDilbagh SinghNaresh GosainAfreen AlviRadha Bhatt unknown unknown Gurpreet Sondh Comedy
Ahmed Khan,Tiger ShroffDisha PataniManoj BajpayeeRandeep HoodaPrateik Babbar,unknown,unknown,Action,baaghi 2,Tiger ShroffDisha PataniManoj BajpayeeRandeep HoodaPrateik Babbar unknown unknown Ahmed Khan Action
Mukul Abhyankar,TabuManoj BajpayeeAnnu Kapoor,unknown,unknown,Animation Comedy Adventure Fantasy Family,missing,TabuManoj BajpayeeAnnu Kapoor unknown unknown Mukul Abhyankar Animation Comedy Adventure Fantasy Family
Karthik Subbaraj,Prabhu DevaSananth ReddyRemya Nambeesan,unknown,unknown,Action Crime Drama Thriller,mercury,Prabhu DevaSananth ReddyRemya Nambeesan unknown unknown Karthik Subbaraj Action Crime Drama Thriller
Shlok Sharma,Shweta TripathiShashank AroraRahul Kumar,unknown,unknown,War Family History,zoo,Shweta TripathiShashank AroraRahul Kumar unknown unknown Shlok Sharma War Family History
Majid Majidi,Ishaan KhatterMalavika Mohanan,unknown,unknown,Family Drama,beyond the clouds,Ishaan KhatterMalavika Mohanan unknown unknown Majid Majidi Family Drama
Faraz Haider,PatralekhaaAbhay DeolSapna Chaudhary,unknown,unknown,Comedy Horror,nanu ki jaanu,PatralekhaaAbhay DeolSapna Chaudhary unknown unknown Faraz Haider Comedy Horror
Sudhir Mishra,Richa ChaddhaAditi Rao HydariRahul BhatSaurabh ShuklaVipin SharmaVineet Kumar SinghDalip TahilAnurag Kashyap,unknown,unknown,Thriller,daas dev,Richa ChaddhaAditi Rao HydariRahul BhatSaurabh ShuklaVipin SharmaVineet Kumar SinghDalip TahilAnurag Kashyap unknown unknown Sudhir Mishra Thriller
M.M Shanklya,Anjali PatilKaran Dave,unknown,unknown,Drama,meri nimmo,Anjali PatilKaran Dave unknown unknown M.M Shanklya Drama
Umesh Shukla,Amitabh BachchanRishi Kapoor,unknown,unknown,Comedy Family Drama,102 not out,Amitabh BachchanRishi Kapoor unknown unknown Umesh Shukla Comedy Family Drama
Hansal Mehta,Rajkummar Rao,unknown,unknown,Action Drama,omerta,Rajkummar Rao unknown unknown Hansal Mehta Action Drama
Meghna Gulzar,Vicky KaushalAlia Bhatt,unknown,unknown,unknown,raazi,Vicky KaushalAlia Bhatt unknown unknown Meghna Gulzar unknown
Sudip Bandyopadhyay,Naseeruddin ShahSonali KulkarniAamir Bashir,unknown,unknown,Comedy Drama,hope aur hum,Naseeruddin ShahSonali KulkarniAamir Bashir unknown unknown Sudip Bandyopadhyay Comedy Drama
Dhiraj Singh,Aarav NegiGoonj ChandAzharPihu SharmaDhiraj Singh,unknown,unknown,unknown,falooda,Aarav NegiGoonj ChandAzharPihu SharmaDhiraj Singh unknown unknown Dhiraj Singh unknown
Akash Khurana,Sumeet VyasSonnalli SeygallMantraTaaruk RainaPriyanshu PainyuliKumud MishraNatasha Rastogi,unknown,unknown,Comedy,high jack,Sumeet VyasSonnalli SeygallMantraTaaruk RainaPriyanshu PainyuliKumud MishraNatasha Rastogi unknown unknown Akash Khurana Comedy
Harsh Chhaya,Vinay PathakManoj PahwaSeema PahwaDolly AhluwaliaSabah Kapoor,unknown,unknown,Comedy,khajoor pe atke,Vinay PathakManoj PahwaSeema PahwaDolly AhluwaliaSabah Kapoor unknown unknown Harsh Chhaya Comedy
Abhishek Sharma,John AbrahamDiana PentyBoman Irani,unknown,unknown,Drama Action History,parmanu: the story of pokhran,John AbrahamDiana PentyBoman Irani unknown unknown Abhishek Sharma Drama Action History
Deb Medhekar,Danny DenzongpaGeetanjali ThapaTisca ChopraAdil Hussain,unknown,unknown,Drama,bioscopewala,Danny DenzongpaGeetanjali ThapaTisca ChopraAdil Hussain unknown unknown Deb Medhekar Drama
Shashanka Ghosh,Kareena KapoorSonam KapoorSwara BhaskarShikha TalsaniaSumeet Vyas,unknown,unknown,Drama Comedy,veere di wedding,Kareena KapoorSonam KapoorSwara BhaskarShikha TalsaniaSumeet Vyas unknown unknown Shashanka Ghosh Drama Comedy
Vikramaditya Motwane,Harshvardhan KapoorPriyanshu PainyuliNishikant Kamat,unknown,unknown,Action Drama,bhavesh joshi superhero,Harshvardhan KapoorPriyanshu PainyuliNishikant Kamat unknown unknown Vikramaditya Motwane Action Drama
Karan Lalit Butani,Jackie ShroffJimmy SheirgillKay Kay MenonShriya SaranMahie GillPankaj Tripathi,unknown,unknown,Crime Drama Romance,phamous,Jackie ShroffJimmy SheirgillKay Kay MenonShriya SaranMahie GillPankaj Tripathi unknown unknown Karan Lalit Butani Crime Drama Romance
Remo D'Souza,Salman KhanAnil KapoorBobby DeolJacqueline FernandezSaqib SaleemDaisy ShahFreddy Daruwala,unknown,unknown,Thriller Action,race 3,Salman KhanAnil KapoorBobby DeolJacqueline FernandezSaqib SaleemDaisy ShahFreddy Daruwala unknown unknown Remo D'Souza Thriller Action
Rajkumar Hirani,Ranbir KapoorVicky KaushalSonam KapoorDia MirzaParesh RawalManisha KoiralaAnushka Sharma,unknown,unknown,unknown,sanju,Ranbir KapoorVicky KaushalSonam KapoorDia MirzaParesh RawalManisha KoiralaAnushka Sharma unknown unknown Rajkumar Hirani unknown
Ezhil Vendan,unknown,unknown,unknown,Animation,hanuman vs mahiravana,unknown unknown unknown Ezhil Vendan Animation
Shaad Ali,Diljit DosanjhTaapsee PannuAngad Bedi,unknown,unknown,unknown,soorma,Diljit DosanjhTaapsee PannuAngad Bedi unknown unknown Shaad Ali unknown
Sudhish Kumar Sharma,Mousam SharmaSwati BakshiRahul AvanaMohit BaghelHeena PanchalHemant PandeyVikas Giri,unknown,unknown,unknown,when obama loved osama,Mousam SharmaSwati BakshiRahul AvanaMohit BaghelHeena PanchalHemant PandeyVikas Giri unknown unknown Sudhish Kumar Sharma unknown
Shashank Khaitan,Ishaan KhatterJhanvi Kapoor,unknown,unknown,Romance Drama Comedy,dhadak,Ishaan KhatterJhanvi Kapoor unknown unknown Shashank Khaitan Romance Drama Comedy
Tigmanshu Dhulia,Sanjay DuttJimmy SheirgillMahi GillChitrangada Singh,unknown,unknown,Action Drama Thriller,"saheb, biwi aur gangster 3",Sanjay DuttJimmy SheirgillMahi GillChitrangada Singh unknown unknown Tigmanshu Dhulia Action Drama Thriller
Jayesh Pradhan,Raghav JuyalPunit PathakDharmesh YelandeIsha Rikhi,unknown,unknown,Comedy Romance,nawabzaade,Raghav JuyalPunit PathakDharmesh YelandeIsha Rikhi unknown unknown Jayesh Pradhan Comedy Romance
Atul Manjrekar,Anil KapoorAishwarya Rai BachchanRajkummar RaoKaran Singh ChhabraDivya Dutta,unknown,unknown,Comedy Drama Music,fanney khan,Anil KapoorAishwarya Rai BachchanRajkummar RaoKaran Singh ChhabraDivya Dutta unknown unknown Atul Manjrekar Comedy Drama Music
Anubhav Sinha,Rishi KapoorPrateik BabbarRajat KapoorTaapsee PannuAshutosh RanaManoj PahwaNeena Gupta,unknown,unknown,Drama,mulk,Rishi KapoorPrateik BabbarRajat KapoorTaapsee PannuAshutosh RanaManoj PahwaNeena Gupta unknown unknown Anubhav Sinha Drama
Nikhil Bhatt,Arjun MathurNidhi SinghVijayant KohliSunny Hinduja,unknown,unknown,Comedy Drama,brij mohan amar rahe!,Arjun MathurNidhi SinghVijayant KohliSunny Hinduja unknown unknown Nikhil Bhatt Comedy Drama
Aditya Kripalani,Vibhawari DeshpandeSuchitra PillaiChitraganda ChakrabortyUpendra Limaye,unknown,unknown,unknown,laxmi and tikli bomb,Vibhawari DeshpandeSuchitra PillaiChitraganda ChakrabortyUpendra Limaye unknown unknown Aditya Kripalani unknown
Akarsh Khurana,Irrfan KhanDulquer SalmanMithila PalkarKriti Kharbanda,unknown,unknown,Adventure Comedy,karwaan,Irrfan KhanDulquer SalmanMithila PalkarKriti Kharbanda unknown unknown Akarsh Khurana Adventure Comedy
Reema Kagti,Akshay KumarKunal KapoorMouni RoyAmit Sadh,unknown,unknown,Action Animation Adventure Comedy,gold,Akshay KumarKunal KapoorMouni RoyAmit Sadh unknown unknown Reema Kagti Action Animation Adventure Comedy
Milap Zaveri,John AbrahamManoj BajpayeeAisha SharmaAmruta Khanvilkar,unknown,unknown,Drama Thriller,satyameva jayate,John AbrahamManoj BajpayeeAisha SharmaAmruta Khanvilkar unknown unknown Milap Zaveri Drama Thriller
Anil Sharma,Utkarsh SharmaIshita ChauhanNawazuddin SiddiquiAyesha Jhulka,unknown,unknown,Drama History,genius,Utkarsh SharmaIshita ChauhanNawazuddin SiddiquiAyesha Jhulka unknown unknown Anil Sharma Drama History
Mudassar Aziz,Sonakshi SinhaDiana PentyAli FazalJimmy ShergillJassi Gill,unknown,unknown,Drama Romance Comedy,happy phirr bhag jayegi,Sonakshi SinhaDiana PentyAli FazalJimmy ShergillJassi Gill unknown unknown Mudassar Aziz Drama Romance Comedy
Ketan Mehta,Pankaj KapurVinay Pathak,unknown,unknown,Drama,toba tek singh,Pankaj KapurVinay Pathak unknown unknown Ketan Mehta Drama
Navaniat Singh,DharmendraSunny DeolBobby DeolKriti Kharbanda,unknown,unknown,Comedy Drama,yamla pagla deewana: phir se,DharmendraSunny DeolBobby DeolKriti Kharbanda unknown unknown Navaniat Singh Comedy Drama
Kanwal Sethi,Shefali ShahNeeraj Kabi,unknown,unknown,Action Drama,once again,Shefali ShahNeeraj Kabi unknown unknown Kanwal Sethi Action Drama
J. P. Dutta,Jackie ShroffSonu SoodArjun RampalGurmeet ChoudharySiddhanth KapoorHarshvardhan RaneLuv SinhaEsha GuptaMonica GillSonal ChauhanDipika KakarAditii Arya Sharma,unknown,unknown,unknown,paltan,Jackie ShroffSonu SoodArjun RampalGurmeet ChoudharySiddhanth KapoorHarshvardhan RaneLuv SinhaEsha GuptaMonica GillSonal ChauhanDipika KakarAditii Arya Sharma unknown unknown J. P. Dutta unknown
Dipesh Jain,Manoj BajpayeeRanvir ShoreyNeeraj KabiShahana Goswami,unknown,unknown,Thriller Drama,gali guleiyan,Manoj BajpayeeRanvir ShoreyNeeraj KabiShahana Goswami unknown unknown Dipesh Jain Thriller Drama
Nila Madhab Panda,Ranvir ShoreyPaoli DamTathastuKumud Mishra,unknown,unknown,Drama,halkaa,Ranvir ShoreyPaoli DamTathastuKumud Mishra unknown unknown Nila Madhab Panda Drama
Anurag Kashyap,Abhishek BachchanVicky KaushalTaapsee Pannu,unknown,unknown,Romance Drama,manmarziyaan,Abhishek BachchanVicky KaushalTaapsee Pannu unknown unknown Anurag Kashyap Romance Drama
Tabrez Noorani,Mrunal ThakurFreida PintoManoj BajpayeeRajkummar RaoRicha ChaddaAnupam KherAdil HussainSai Tamhankar,unknown,unknown,Drama,love sonia,Mrunal ThakurFreida PintoManoj BajpayeeRajkummar RaoRicha ChaddaAnupam KherAdil HussainSai Tamhankar unknown unknown Tabrez Noorani Drama
Nitin Kakar,Jackky BhagnaniKritika KamraPratik GandhiNeeraj Sood,unknown,unknown,unknown,mitron,Jackky BhagnaniKritika KamraPratik GandhiNeeraj Sood unknown unknown Nitin Kakar unknown
Shree Narayan Singh,Shahid KapoorShraddha KapoorDivyendu SharmaYami Gautam,unknown,unknown,Comedy Drama,batti gul meter chalu,Shahid KapoorShraddha KapoorDivyendu SharmaYami Gautam unknown unknown Shree Narayan Singh Comedy Drama
Nandita Das,Nawazuddin SiddiquiTahir Raj BhasinRasika DugalRajshri Deshpande,unknown,unknown,Drama,manto,Nawazuddin SiddiquiTahir Raj BhasinRasika DugalRajshri Deshpande unknown unknown Nandita Das Drama
Prerna Wadhawan,Neil Nitin MukeshRicha Chaddha,unknown,unknown,Comedy Romance,ishqeria,Neil Nitin MukeshRicha Chaddha unknown unknown Prerna Wadhawan Comedy Romance
Sharat Katariya,Varun DhawanAnushka Sharma,unknown,unknown,Drama Family Comedy,sui dhaaga,Varun DhawanAnushka Sharma unknown unknown Sharat Katariya Drama Family Comedy
Vishal Bhardwaj,Sanya MalhotraSunil GroverRadhika Madan,unknown,unknown,Action Comedy Drama,pataakha,Sanya MalhotraSunil GroverRadhika Madan unknown unknown Vishal Bhardwaj Action Comedy Drama
Abhiraj Minawala,Aayush SharmaWarina Hussain,unknown,unknown,Drama Romance,loveyatri,Aayush SharmaWarina Hussain unknown unknown Abhiraj Minawala Drama Romance
Sriram Raghavan,Ayushman KhuranaTabuRadhika Apte,unknown,unknown,Crime Thriller Comedy,andhadhun,Ayushman KhuranaTabuRadhika Apte unknown unknown Sriram Raghavan Crime Thriller Comedy
Pushpdeep Bhardwaj,Rhea ChakrabortyDigangana SuryavanshiVarun Mitra,unknown,unknown,Drama,jalebi,Rhea ChakrabortyDigangana SuryavanshiVarun Mitra unknown unknown Pushpdeep Bhardwaj Drama
Pradeep Sarkar,KajolRiddhi SenNeha DhupiaTota Roy Choudhury,unknown,unknown,Drama,helicopter eela,KajolRiddhi SenNeha DhupiaTota Roy Choudhury unknown unknown Pradeep Sarkar Drama
Abhishek Dogra,GovindaVarun Sharma,unknown,unknown,Comedy,fryday,GovindaVarun Sharma unknown unknown Abhishek Dogra Comedy
Rahi Anil Barve,Soham ShahHarish KhannaAnita Date,unknown,unknown,Horror Fantasy,tumbbad,Soham ShahHarish KhannaAnita Date unknown unknown Rahi Anil Barve Horror Fantasy
Vipul Shah,Arjun KapoorParineeti Chopra,unknown,unknown,Comedy Romance,namaste england,Arjun KapoorParineeti Chopra unknown unknown Vipul Shah Comedy Romance
Amit Ravindernath Sharma,Ayushman KhurranaSanya Malhotra,unknown,unknown,Music Comedy Drama,badhaai ho,Ayushman KhurranaSanya Malhotra unknown unknown Amit Ravindernath Sharma Music Comedy Drama
Gauravv K. Chawla,Saif Ali KhanRadhika ApteChitrangada SinghDenzil SmithRohan MehraSonia Balani,unknown,unknown,Crime Drama Thriller,baazaar,Saif Ali KhanRadhika ApteChitrangada SinghDenzil SmithRohan MehraSonia Balani unknown unknown Gauravv K. Chawla Crime Drama Thriller
Namrata Singh Gujral,Rajkummar RaoNargis FakhriBo DerekCandy ClarkAnneliese van der PolSuvinder Vicky,unknown,unknown,Drama Comedy Romance,5 weddings,Rajkummar RaoNargis FakhriBo DerekCandy ClarkAnneliese van der PolSuvinder Vicky unknown unknown Namrata Singh Gujral Drama Comedy Romance
Dhiraj Kumar,Sharman JoshiAishwarya DevanGovind NamdevManoj JoshiManoj PahwaAkhilendra Mishra,unknown,unknown,Thriller Drama,kaashi in search of ganga,Sharman JoshiAishwarya DevanGovind NamdevManoj JoshiManoj PahwaAkhilendra Mishra unknown unknown Dhiraj Kumar Thriller Drama
Manish Vatsalya,Neil Nitin MukeshTina DesaiGovind Namdev,unknown,unknown,Thriller,dassehra,Neil Nitin MukeshTina DesaiGovind Namdev unknown unknown Manish Vatsalya Thriller
Vijay Krishna Acharya,Amitabh BachchanAamir KhanFatima Sana ShaikhKatrina KaifMohammed Zeeshan Ayyub,unknown,unknown,Adventure Action,thugs of hindostan,Amitabh BachchanAamir KhanFatima Sana ShaikhKatrina KaifMohammed Zeeshan Ayyub unknown unknown Vijay Krishna Acharya Adventure Action
Chandraprakash Dwivedi,Sunny DeolSakshi TanwarRavi KishanSaurabh ShuklaMukesh TiwariRajendra GuptaMithilesh Chaturvedi,unknown,unknown,Drama,mohalla assi,Sunny DeolSakshi TanwarRavi KishanSaurabh ShuklaMukesh TiwariRajendra GuptaMithilesh Chaturvedi unknown unknown Chandraprakash Dwivedi Drama
Vinod Kapri,Myra VishwakarmaPrerna Sharma,unknown,unknown,Thriller Drama,pihu,Myra VishwakarmaPrerna Sharma unknown unknown Vinod Kapri Thriller Drama
Vishal Mishra,Kunaal Roy KapurKarishma SharmaZeishan QuadriJaideep AhlawatRajesh SharmaZakir Hussain,unknown,unknown,Drama,hotel milan,Kunaal Roy KapurKarishma SharmaZeishan QuadriJaideep AhlawatRajesh SharmaZakir Hussain unknown unknown Vishal Mishra Drama
Danis Tanović,Emraan HashmiKhalid AbdallaGeetanjali ThapaSupriya Pathak,unknown,unknown,Documentary,tigers,Emraan HashmiKhalid AbdallaGeetanjali ThapaSupriya Pathak unknown unknown Danis Tanović Documentary
Neerraj Pathak,Sunny DeolPreity ZintaAmeesha PatelArshad WarsiShreyas TalpadeEvelyn Sharma,unknown,unknown,Action Thriller Comedy,bhaiaji superhit,Sunny DeolPreity ZintaAmeesha PatelArshad WarsiShreyas TalpadeEvelyn Sharma unknown unknown Neerraj Pathak Action Thriller Comedy
Leena Yadav,Rishi KapoorAnirudh TanwarAmyra Dastur,unknown,unknown,Comedy Drama Family,rajma chawal,Rishi KapoorAnirudh TanwarAmyra Dastur unknown unknown Leena Yadav Comedy Drama Family
Abhishek Kapoor,Sushant Singh RajputSara Ali Khan,unknown,unknown,Romance,kedarnath,Sushant Singh RajputSara Ali Khan unknown unknown Abhishek Kapoor Romance
